Abbreviation,TeamName,GridPosition,Position,Status,box,median_laptime,Q_best_sec,year,race,rainfall
VER,Red Bull Racing,2.0,1.0,Finished,2.0,83.663,76.612,2023,Hungarian Grand Prix,False
PER,Red Bull Racing,2.0,2.0,Finished,2.0,112.1575,107.045,2023,Belgian Grand Prix,True
NOR,McLaren,2.0,7.0,Finished,6.0,76.797,71.104,2023,Dutch Grand Prix,True
VER,Red Bull Racing,2.0,1.0,Finished,1.0,86.05,80.307,2023,Italian Grand Prix,False
RUS,Mercedes,2.0,16.0,DNF,2.0,99.7895,91.056,2023,Singapore Grand Prix,False
PIA,McLaren,2.0,3.0,Finished,2.0,98.44,89.458,2023,Japanese Grand Prix,False
RUS,Mercedes,2.0,4.0,Finished,4.0,87.228,84.219,2023,Qatar Grand Prix,False
NOR,McLaren,2.0,2.0,Finished,2.0,101.482,94.853,2023,United States Grand Prix,False
SAI,Ferrari,2.0,4.0,Finished,2.0,83.259,77.233,2023,Mexico City Grand Prix,False
VER,Red Bull Racing,2.0,1.0,Finished,2.0,97.6925,93.104,2023,Las Vegas Grand Prix,False
LEC,Ferrari,2.0,2.0,Finished,2.0,89.5665,83.584,2023,Abu Dhabi Grand Prix,False
VER,Red Bull Racing,1.0,1.0,Finished,2.0,97.614,89.708,2023,Bahrain Grand Prix,False
PER,Red Bull Racing,1.0,1.0,Finished,1.0,93.248,88.265,2023,Saudi Arabian Grand Prix,False
VER,Red Bull Racing,1.0,1.0,Finished,3.0,81.998,76.732,2023,Australian Grand Prix,False
LEC,Ferrari,1.0,3.0,Finished,1.0,106.345,100.203,2023,Azerbaijan Grand Prix,False
PER,Red Bull Racing,1.0,2.0,Finished,1.0,91.64,86.841,2023,Miami Grand Prix,False
VER,Red Bull Racing,1.0,1.0,Finished,1.0,77.872,71.365,2023,Monaco Grand Prix,True
VER,Red Bull Racing,1.0,1.0,Finished,2.0,79.177,72.272,2023,Spanish Grand Prix,False
VER,Red Bull Racing,1.0,1.0,Finished,2.0,76.6895,85.858,2023,Canadian Grand Prix,False
VER,Red Bull Racing,1.0,1.0,Finished,4.0,69.527,64.391,2023,Austrian Grand Prix,True
VER,Red Bull Racing,1.0,1.0,Finished,1.0,92.3565,86.72,2023,British Grand Prix,False
HAM,Mercedes,1.0,4.0,Finished,2.0,84.2235,76.609,2023,Hungarian Grand Prix,False
LEC,Ferrari,1.0,3.0,Finished,2.0,112.2475,106.988,2023,Belgian Grand Prix,True
VER,Red Bull Racing,1.0,1.0,Finished,6.0,75.593,70.567,2023,Dutch Grand Prix,True
SAI,Ferrari,1.0,3.0,Finished,1.0,86.358,80.294,2023,Italian Grand Prix,False
SAI,Ferrari,1.0,1.0,Finished,1.0,99.6795,90.984,2023,Singapore Grand Prix,False
VER,Red Bull Racing,1.0,1.0,Finished,2.0,97.592,88.877,2023,Japanese Grand Prix,False
VER,Red Bull Racing,1.0,1.0,Finished,3.0,87.588,83.778,2023,Qatar Grand Prix,False
LEC,Ferrari,1.0,20.0,Finished,1.0,102.17,94.723,2023,United States Grand Prix,False
LEC,Ferrari,1.0,3.0,Finished,2.0,83.163,77.166,2023,Mexico City Grand Prix,False
VER,Red Bull Racing,1.0,1.0,Finished,4.0,75.4375,70.727,2023,São Paulo Grand Prix,True
LEC,Ferrari,1.0,2.0,Finished,1.0,98.07,92.726,2023,Las Vegas Grand Prix,False
VER,Red Bull Racing,1.0,1.0,Finished,2.0,89.1525,83.445,2023,Abu Dhabi Grand Prix,False
MAG,Haas F1 Team,0.0,16.0,Finished,6.0,77.733,82.192,2023,Dutch Grand Prix,True
STR,Aston Martin,0.0,17.0,DNF,2.0,84.646,79.227,2023,Mexico City Grand Prix,False
GAS,Alpine,20.0,18.0,Finished,3.0,97.6955,90.948,2024,Bahrain Grand Prix,False
ZHO,Kick Sauber,20.0,18.0,DNF,3.0,99.794,90.143,2024,Japanese Grand Prix,False
SAR,Williams,20.0,17.0,Finished,2.0,102.645,96.358,2024,Chinese Grand Prix,False
RIC,RB,20.0,15.0,Finished,1.0,93.98,88.617,2024,Miami Grand Prix,False
ALO,Aston Martin,20.0,19.0,Finished,3.0,82.686,76.917,2024,Emilia Romagna Grand Prix,False
ZHO,Kick Sauber,20.0,15.0,Finished,3.0,88.82,74.292,2024,Canadian Grand Prix,True
ALB,Williams,20.0,18.0,Finished,2.0,81.4535,73.153,2024,Spanish Grand Prix,True
ZHO,Kick Sauber,20.0,17.0,Finished,2.0,71.793,66.061,2024,Austrian Grand Prix,True
PER,Red Bull Racing,20.0,17.0,Finished,4.0,93.219,98.348,2024,British Grand Prix,True
GAS,Alpine,20.0,20.0,DNF,1.0,85.703,78.166,2024,Hungarian Grand Prix,False
TSU,RB,20.0,16.0,Finished,1.0,109.627,116.593,2024,Belgian Grand Prix,False
MAG,Haas F1 Team,20.0,18.0,Finished,1.0,76.97,71.295,2024,Dutch Grand Prix,False
ZHO,Kick Sauber,20.0,18.0,Finished,1.0,85.944,81.445,2024,Italian Grand Prix,False
OCO,Alpine,19.0,17.0,Finished,2.0,97.8725,90.793,2024,Bahrain Grand Prix,False
SAR,Williams,19.0,14.0,Finished,1.0,95.601,89.526,2024,Saudi Arabian Grand Prix,False
ZHO,Kick Sauber,19.0,15.0,Finished,2.0,83.1525,78.188,2024,Australian Grand Prix,False
SAR,Williams,19.0,17.0,Finished,4.0,98.13,90.139,2024,Japanese Grand Prix,False
TSU,RB,19.0,19.0,DNF,2.0,103.174,95.746,2024,Chinese Grand Prix,False
ZHO,Kick Sauber,19.0,14.0,Finished,1.0,93.703,88.824,2024,Miami Grand Prix,False
BOT,Kick Sauber,19.0,13.0,Finished,1.0,88.408,73.366,2024,Canadian Grand Prix,True
SAR,Williams,19.0,20.0,Finished,2.0,82.189,73.509,2024,Spanish Grand Prix,True
SAR,Williams,19.0,19.0,Finished,3.0,71.968,65.856,2024,Austrian Grand Prix,True
OCO,Alpine,19.0,18.0,Finished,3.0,85.038,78.049,2024,Hungarian Grand Prix,False
ZHO,Kick Sauber,19.0,19.0,DNF,0.0,112.2375,117.775,2024,Belgian Grand Prix,False
ALB,Williams,19.0,14.0,Finished,2.0,76.456,70.653,2024,Dutch Grand Prix,False
BOT,Kick Sauber,19.0,16.0,Finished,1.0,86.317,81.101,2024,Italian Grand Prix,False
SAR,Williams,18.0,20.0,Finished,3.0,97.621,90.77,2024,Bahrain Grand Prix,False
RIC,RB,18.0,12.0,Finished,2.0,83.058,78.085,2024,Australian Grand Prix,False
MAG,Haas F1 Team,18.0,13.0,Finished,2.0,98.415,90.131,2024,Japanese Grand Prix,False
HAM,Mercedes,18.0,9.0,Finished,2.0,101.912,95.573,2024,Chinese Grand Prix,False
MAG,Haas F1 Team,18.0,19.0,Finished,3.0,93.148,88.619,2024,Miami Grand Prix,False
MAG,Haas F1 Team,18.0,12.0,Finished,1.0,82.8055,76.854,2024,Emilia Romagna Grand Prix,False
ZHO,Kick Sauber,18.0,16.0,Finished,2.0,80.954,73.028,2024,Monaco Grand Prix,False
OCO,Alpine,18.0,10.0,Finished,1.0,88.0575,73.435,2024,Canadian Grand Prix,True
RIC,RB,18.0,15.0,Finished,2.0,81.337,73.075,2024,Spanish Grand Prix,True
BOT,Kick Sauber,18.0,16.0,Finished,2.0,71.62,65.847,2024,Austrian Grand Prix,True
OCO,Alpine,18.0,16.0,Finished,4.0,94.6875,94.557,2024,British Grand Prix,True
ZHO,Kick Sauber,18.0,19.0,Finished,2.0,85.483,78.037,2024,Hungarian Grand Prix,False
SAR,Williams,18.0,17.0,Finished,2.0,109.815,117.23,2024,Belgian Grand Prix,False
COL,Williams,18.0,12.0,Finished,1.0,85.128,81.061,2024,Italian Grand Prix,False
ZHO,Kick Sauber,17.0,11.0,Finished,2.0,97.4055,90.757,2024,Bahrain Grand Prix,False
OCO,Alpine,17.0,13.0,Finished,1.0,95.432,89.475,2024,Saudi Arabian Grand Prix,False
GAS,Alpine,17.0,13.0,Finished,2.0,83.225,77.982,2024,Australian Grand Prix,False
GAS,Alpine,17.0,16.0,Finished,3.0,98.827,90.119,2024,Japanese Grand Prix,False
MAG,Haas F1 Team,17.0,16.0,Finished,2.0,103.2295,95.516,2024,Chinese Grand Prix,False
SAR,Williams,17.0,20.0,DNF,1.0,93.9275,88.487,2024,Miami Grand Prix,False
ZHO,Kick Sauber,17.0,15.0,Finished,1.0,82.9565,76.834,2024,Emilia Romagna Grand Prix,False
BOT,Kick Sauber,17.0,13.0,Finished,2.0,80.4935,72.512,2024,Monaco Grand Prix,False
HUL,Haas F1 Team,17.0,11.0,Finished,3.0,87.6055,73.978,2024,Canadian Grand Prix,True
TSU,RB,17.0,19.0,Finished,3.0,81.475,72.985,2024,Spanish Grand Prix,True
STR,Aston Martin,17.0,13.0,Finished,2.0,71.482,65.819,2024,Austrian Grand Prix,True
MAG,Haas F1 Team,17.0,12.0,Finished,2.0,93.208,92.905,2024,British Grand Prix,True
RUS,Mercedes,17.0,8.0,Finished,2.0,83.8215,77.968,2024,Hungarian Grand Prix,False
MAG,Haas F1 Team,17.0,14.0,Finished,1.0,109.777,116.5,2024,Belgian Grand Prix,False
ZHO,Kick Sauber,17.0,20.0,Finished,2.0,77.555,73.261,2024,Dutch Grand Prix,False
STR,Aston Martin,17.0,19.0,Finished,3.0,85.2305,81.013,2024,Italian Grand Prix,False
BOT,Kick Sauber,16.0,19.0,Finished,2.0,97.7695,90.756,2024,Bahrain Grand Prix,False
BOT,Kick Sauber,16.0,17.0,Finished,2.0,95.619,89.179,2024,Saudi Arabian Grand Prix,False
HUL,Haas F1 Team,16.0,9.0,Finished,2.0,82.901,77.976,2024,Australian Grand Prix,False
STR,Aston Martin,16.0,12.0,Finished,4.0,97.681,90.024,2024,Japanese Grand Prix,False
ZHO,Kick Sauber,16.0,14.0,Finished,3.0,102.107,95.505,2024,Chinese Grand Prix,False
BOT,Kick Sauber,16.0,16.0,Finished,2.0,93.561,88.463,2024,Miami Grand Prix,False
BOT,Kick Sauber,16.0,18.0,Finished,1.0,82.737,76.626,2024,Emilia Romagna Grand Prix,False
PER,Red Bull Racing,16.0,18.0,DNF,2.0,88.718,73.326,2024,Canadian Grand Prix,True
MAG,Haas F1 Team,16.0,17.0,Finished,2.0,81.287,72.937,2024,Spanish Grand Prix,True
ALB,Williams,16.0,15.0,Finished,2.0,71.4875,65.736,2024,Austrian Grand Prix,True
BOT,Kick Sauber,16.0,15.0,Finished,2.0,93.967,92.431,2024,British Grand Prix,True
PER,Red Bull Racing,16.0,7.0,Finished,2.0,83.485,77.886,2024,Hungarian Grand Prix,False
HUL,Haas F1 Team,16.0,18.0,Finished,2.0,109.6805,116.308,2024,Belgian Grand Prix,False
BOT,Kick Sauber,16.0,19.0,Finished,2.0,76.887,72.168,2024,Dutch Grand Prix,False
TSU,RB,16.0,20.0,DNF,0.0,88.0055,80.945,2024,Italian Grand Prix,False
MAG,Haas F1 Team,15.0,12.0,Finished,2.0,97.7705,90.529,2024,Bahrain Grand Prix,False
HUL,Haas F1 Team,15.0,10.0,Finished,1.0,94.6495,89.055,2024,Saudi Arabian Grand Prix,False
OCO,Alpine,15.0,16.0,Finished,3.0,82.921,77.697,2024,Australian Grand Prix,False
OCO,Alpine,15.0,15.0,Finished,3.0,98.7325,89.816,2024,Japanese Grand Prix,False
GAS,Alpine,15.0,13.0,Finished,3.0,101.8895,95.463,2024,Chinese Grand Prix,False
ALO,Aston Martin,15.0,9.0,Finished,1.0,93.648,88.427,2024,Miami Grand Prix,False
GAS,Alpine,15.0,16.0,Finished,2.0,82.395,76.381,2024,Emilia Romagna Grand Prix,False
SAR,Williams,15.0,15.0,Finished,2.0,80.851,72.02,2024,Monaco Grand Prix,False
GAS,Alpine,15.0,9.0,Finished,2.0,87.869,72.94,2024,Canadian Grand Prix,True
ZHO,Kick Sauber,15.0,13.0,Finished,2.0,81.23,72.738,2024,Spanish Grand Prix,True
ALO,Aston Martin,15.0,18.0,Finished,3.0,71.503,65.639,2024,Austrian Grand Prix,True
RIC,RB,15.0,13.0,Finished,2.0,93.429,87.949,2024,British Grand Prix,True
MAG,Haas F1 Team,15.0,15.0,Finished,2.0,85.336,76.548,2024,Hungarian Grand Prix,False
STR,Aston Martin,15.0,11.0,Finished,1.0,109.5995,115.716,2024,Belgian Grand Prix,False
OCO,Alpine,15.0,15.0,Finished,1.0,77.218,71.995,2024,Dutch Grand Prix,False
OCO,Alpine,15.0,14.0,Finished,1.0,86.019,80.766,2024,Italian Grand Prix,False
RIC,RB,14.0,13.0,Finished,2.0,97.758,90.278,2024,Bahrain Grand Prix,False
RIC,RB,14.0,16.0,Finished,1.0,95.649,89.025,2024,Saudi Arabian Grand Prix,False
MAG,Haas F1 Team,14.0,10.0,Finished,2.0,83.198,77.427,2024,Australian Grand Prix,False
ALB,Williams,14.0,12.0,Finished,2.0,102.516,95.241,2024,Chinese Grand Prix,False
ALB,Williams,14.0,18.0,Finished,2.0,93.683,88.413,2024,Miami Grand Prix,False
ALB,Williams,14.0,20.0,DNF,4.0,81.839,76.2,2024,Emilia Romagna Grand Prix,False
ALO,Aston Martin,14.0,11.0,Finished,1.0,80.639,72.019,2024,Monaco Grand Prix,False
MAG,Haas F1 Team,14.0,12.0,Finished,4.0,87.7195,72.916,2024,Canadian Grand Prix,True
STR,Aston Martin,14.0,14.0,Finished,2.0,81.262,72.372,2024,Spanish Grand Prix,True
TSU,RB,14.0,14.0,Finished,2.0,71.5275,65.412,2024,Austrian Grand Prix,True
ZHO,Kick Sauber,14.0,18.0,Finished,4.0,95.107,87.867,2024,British Grand Prix,True
SAR,Williams,14.0,17.0,Finished,3.0,85.083,76.543,2024,Hungarian Grand Prix,False
BOT,Kick Sauber,14.0,15.0,Finished,2.0,109.674,114.764,2024,Belgian Grand Prix,False
HAM,Mercedes,14.0,8.0,Finished,2.0,75.27,70.948,2024,Dutch Grand Prix,False
GAS,Alpine,14.0,15.0,Finished,2.0,85.316,80.738,2024,Italian Grand Prix,False
ALB,Williams,13.0,15.0,Finished,2.0,97.874,90.221,2024,Bahrain Grand Prix,False
MAG,Haas F1 Team,13.0,12.0,Finished,1.0,95.46,89.02,2024,Saudi Arabian Grand Prix,False
BOT,Kick Sauber,13.0,14.0,Finished,2.0,82.934,77.34,2024,Australian Grand Prix,False
BOT,Kick Sauber,13.0,14.0,Finished,3.0,98.0325,89.593,2024,Japanese Grand Prix,False
OCO,Alpine,13.0,11.0,Finished,2.0,101.993,95.223,2024,Chinese Grand Prix,False
OCO,Alpine,13.0,10.0,Finished,1.0,93.585,88.371,2024,Miami Grand Prix,False
STR,Aston Martin,13.0,9.0,Finished,1.0,82.392,75.992,2024,Emilia Romagna Grand Prix,False
STR,Aston Martin,13.0,14.0,Finished,3.0,79.828,71.563,2024,Monaco Grand Prix,False
SAR,Williams,13.0,20.0,DNF,0.0,90.012,72.736,2024,Canadian Grand Prix,True
HUL,Haas F1 Team,13.0,11.0,Finished,2.0,80.9755,72.31,2024,Spanish Grand Prix,True
GAS,Alpine,13.0,10.0,Finished,2.0,71.213,65.359,2024,Austrian Grand Prix,True
TSU,RB,13.0,10.0,Finished,2.0,93.0465,87.269,2024,British Grand Prix,True
ALB,Williams,13.0,14.0,Finished,2.0,84.892,76.429,2024,Hungarian Grand Prix,False
RIC,RB,13.0,10.0,Finished,2.0,109.0115,114.682,2024,Belgian Grand Prix,False
RIC,RB,13.0,12.0,Finished,1.0,76.259,71.943,2024,Dutch Grand Prix,False
MAG,Haas F1 Team,13.0,10.0,Finished,1.0,84.799,80.698,2024,Italian Grand Prix,False
STR,Aston Martin,12.0,10.0,Finished,2.0,96.871,90.2,2024,Bahrain Grand Prix,False
ALB,Williams,12.0,11.0,Finished,1.0,95.402,88.98,2024,Saudi Arabian Grand Prix,False
ALB,Williams,12.0,11.0,Finished,2.0,83.027,77.167,2024,Australian Grand Prix,False
HUL,Haas F1 Team,12.0,11.0,Finished,3.0,98.346,89.494,2024,Japanese Grand Prix,False
RIC,RB,12.0,18.0,DNF,1.0,103.609,94.934,2024,Chinese Grand Prix,False
GAS,Alpine,12.0,12.0,Finished,1.0,93.554,88.324,2024,Miami Grand Prix,False
OCO,Alpine,12.0,14.0,Finished,1.0,82.759,75.906,2024,Emilia Romagna Grand Prix,False
RIC,RB,12.0,12.0,Finished,1.0,80.8445,71.482,2024,Monaco Grand Prix,False
SAI,Ferrari,12.0,16.0,DNF,2.0,88.5745,72.728,2024,Canadian Grand Prix,True
BOT,Kick Sauber,12.0,16.0,Finished,2.0,81.587,72.227,2024,Spanish Grand Prix,True
MAG,Haas F1 Team,12.0,8.0,Finished,2.0,71.243,65.347,2024,Austrian Grand Prix,True
SAR,Williams,12.0,11.0,Finished,2.0,93.075,87.175,2024,British Grand Prix,True
BOT,Kick Sauber,12.0,16.0,Finished,2.0,85.243,76.384,2024,Hungarian Grand Prix,False
GAS,Alpine,12.0,13.0,Finished,2.0,109.659,114.635,2024,Belgian Grand Prix,False
HUL,Haas F1 Team,12.0,11.0,Finished,1.0,76.32,71.215,2024,Dutch Grand Prix,False
RIC,RB,12.0,13.0,Finished,1.0,85.047,80.479,2024,Italian Grand Prix,False
TSU,RB,11.0,14.0,Finished,2.0,97.575,90.129,2024,Bahrain Grand Prix,False
BEA,Ferrari,11.0,7.0,Finished,1.0,93.798,88.642,2024,Saudi Arabian Grand Prix,False
HAM,Mercedes,11.0,18.0,DNF,1.0,83.2055,76.96,2024,Australian Grand Prix,False
STR,Aston Martin,11.0,15.0,Finished,4.0,101.646,94.838,2024,Chinese Grand Prix,False
STR,Aston Martin,11.0,17.0,Finished,2.0,93.635,88.222,2024,Miami Grand Prix,False
PER,Red Bull Racing,11.0,8.0,Finished,1.0,81.94,75.706,2024,Emilia Romagna Grand Prix,False
LEC,Ferrari,11.0,19.0,DNF,3.0,89.7035,72.691,2024,Canadian Grand Prix,True
PER,Red Bull Racing,11.0,8.0,Finished,3.0,79.7495,72.061,2024,Spanish Grand Prix,True
RIC,RB,11.0,9.0,Finished,2.0,71.37,65.289,2024,Austrian Grand Prix,True
LEC,Ferrari,11.0,14.0,Finished,3.0,92.705,87.097,2024,British Grand Prix,True
HUL,Haas F1 Team,11.0,13.0,Finished,2.0,84.978,76.317,2024,Hungarian Grand Prix,False
VER,Red Bull Racing,11.0,4.0,Finished,2.0,108.1915,113.159,2024,Belgian Grand Prix,False
TSU,RB,11.0,17.0,Finished,2.0,76.816,70.955,2024,Dutch Grand Prix,False
ALO,Aston Martin,11.0,11.0,Finished,2.0,84.891,80.421,2024,Italian Grand Prix,False
HUL,Haas F1 Team,10.0,16.0,Finished,3.0,96.816,90.502,2024,Bahrain Grand Prix,False
STR,Aston Martin,10.0,19.0,DNF,0.0,95.7625,88.572,2024,Saudi Arabian Grand Prix,False
ALO,Aston Martin,10.0,8.0,Finished,2.0,82.711,77.552,2024,Australian Grand Prix,False
TSU,RB,10.0,10.0,Finished,3.0,97.497,89.413,2024,Japanese Grand Prix,False
BOT,Kick Sauber,10.0,20.0,DNF,1.0,102.577,94.665,2024,Chinese Grand Prix,False
TSU,RB,10.0,7.0,Finished,1.0,93.337,88.192,2024,Miami Grand Prix,False
HUL,Haas F1 Team,10.0,11.0,Finished,1.0,82.434,75.98,2024,Emilia Romagna Grand Prix,False
GAS,Alpine,10.0,10.0,Finished,1.0,80.229,71.311,2024,Monaco Grand Prix,False
ALB,Williams,10.0,17.0,DNF,2.0,88.734,72.796,2024,Canadian Grand Prix,True
ALO,Aston Martin,10.0,12.0,Finished,2.0,81.093,72.128,2024,Spanish Grand Prix,True
OCO,Alpine,10.0,12.0,Finished,2.0,71.411,65.883,2024,Austrian Grand Prix,True
ALO,Aston Martin,10.0,8.0,Finished,2.0,92.673,86.917,2024,British Grand Prix,True
TSU,RB,10.0,9.0,Finished,1.0,84.579,76.477,2024,Hungarian Grand Prix,False
ALB,Williams,10.0,12.0,Finished,2.0,109.437,114.473,2024,Belgian Grand Prix,False
SAI,Ferrari,10.0,5.0,Finished,1.0,75.146,70.914,2024,Dutch Grand Prix,False
HUL,Haas F1 Team,10.0,17.0,Finished,2.0,85.258,80.339,2024,Italian Grand Prix,False
HAM,Mercedes,9.0,7.0,Finished,2.0,96.666,89.71,2024,Bahrain Grand Prix,False
TSU,RB,9.0,15.0,Finished,1.0,95.575,88.547,2024,Saudi Arabian Grand Prix,False
STR,Aston Martin,9.0,6.0,Finished,2.0,83.023,77.072,2024,Australian Grand Prix,False
RUS,Mercedes,9.0,7.0,Finished,3.0,96.699,89.008,2024,Japanese Grand Prix,False
HUL,Haas F1 Team,9.0,10.0,Finished,2.0,101.9295,94.604,2024,Chinese Grand Prix,False
HUL,Haas F1 Team,9.0,11.0,Finished,2.0,93.304,88.146,2024,Miami Grand Prix,False
RIC,RB,9.0,13.0,Finished,1.0,82.29,75.674,2024,Emilia Romagna Grand Prix,False
ALB,Williams,9.0,9.0,Finished,1.0,80.222,70.948,2024,Monaco Grand Prix,False
STR,Aston Martin,9.0,7.0,Finished,2.0,87.2655,72.701,2024,Canadian Grand Prix,True
PIA,McLaren,9.0,7.0,Finished,2.0,79.864,72.011,2024,Spanish Grand Prix,True
HUL,Haas F1 Team,9.0,6.0,Finished,2.0,71.177,65.385,2024,Austrian Grand Prix,True
ALB,Williams,9.0,9.0,Finished,2.0,93.0365,86.64,2024,British Grand Prix,True
RIC,RB,9.0,12.0,Finished,2.0,84.905,76.447,2024,Hungarian Grand Prix,False
OCO,Alpine,9.0,9.0,Finished,2.0,109.429,114.81,2024,Belgian Grand Prix,False
GAS,Alpine,9.0,9.0,Finished,1.0,76.394,70.977,2024,Dutch Grand Prix,False
ALB,Williams,9.0,9.0,Finished,1.0,85.065,80.299,2024,Italian Grand Prix,False
PIA,McLaren,8.0,8.0,Finished,2.0,96.68,89.683,2024,Bahrain Grand Prix,False
HAM,Mercedes,8.0,9.0,Finished,1.0,93.7175,88.46,2024,Saudi Arabian Grand Prix,False
TSU,RB,8.0,7.0,Finished,2.0,83.0135,76.788,2024,Australian Grand Prix,False
LEC,Ferrari,8.0,4.0,Finished,2.0,96.357,88.786,2024,Japanese Grand Prix,False
RUS,Mercedes,8.0,6.0,Finished,2.0,101.166,94.433,2024,Chinese Grand Prix,False
HAM,Mercedes,8.0,6.0,Finished,1.0,93.306,88.107,2024,Miami Grand Prix,False
HAM,Mercedes,8.0,6.0,Finished,1.0,81.415,75.504,2024,Emilia Romagna Grand Prix,False
TSU,RB,8.0,8.0,Finished,1.0,80.144,70.858,2024,Monaco Grand Prix,False
TSU,RB,8.0,14.0,Finished,1.0,88.3065,72.414,2024,Canadian Grand Prix,True
OCO,Alpine,8.0,10.0,Finished,2.0,80.6625,72.125,2024,Spanish Grand Prix,True
PER,Red Bull Racing,8.0,7.0,Finished,2.0,71.009,65.202,2024,Austrian Grand Prix,True
STR,Aston Martin,8.0,7.0,Finished,2.0,92.752,86.585,2024,British Grand Prix,True
STR,Aston Martin,8.0,10.0,Finished,2.0,84.454,76.244,2024,Hungarian Grand Prix,False
ALO,Aston Martin,8.0,8.0,Finished,1.0,109.411,114.765,2024,Belgian Grand Prix,False
STR,Aston Martin,8.0,13.0,Finished,1.0,76.322,70.857,2024,Dutch Grand Prix,False
PER,Red Bull Racing,8.0,8.0,Finished,2.0,84.537,80.062,2024,Italian Grand Prix,False
NOR,McLaren,7.0,6.0,Finished,2.0,96.566,89.614,2024,Bahrain Grand Prix,False
RUS,Mercedes,7.0,6.0,Finished,1.0,93.756,88.316,2024,Saudi Arabian Grand Prix,False
RUS,Mercedes,7.0,17.0,DNF,2.0,82.663,76.724,2024,Australian Grand Prix,False
HAM,Mercedes,7.0,9.0,Finished,3.0,96.601,88.766,2024,Japanese Grand Prix,False
SAI,Ferrari,7.0,5.0,Finished,1.0,100.741,94.297,2024,Chinese Grand Prix,False
RUS,Mercedes,7.0,8.0,Finished,1.0,93.423,88.067,2024,Miami Grand Prix,False
TSU,RB,7.0,10.0,Finished,1.0,82.3105,75.465,2024,Emilia Romagna Grand Prix,False
HAM,Mercedes,7.0,7.0,Finished,2.0,78.51,70.621,2024,Monaco Grand Prix,False
HAM,Mercedes,7.0,4.0,Finished,3.0,86.6325,72.28,2024,Canadian Grand Prix,True
GAS,Alpine,7.0,9.0,Finished,2.0,80.4255,71.857,2024,Spanish Grand Prix,True
PIA,McLaren,7.0,2.0,Finished,2.0,70.57,65.048,2024,Austrian Grand Prix,True
SAI,Ferrari,7.0,5.0,Finished,3.0,92.367,86.509,2024,British Grand Prix,True
ALO,Aston Martin,7.0,11.0,Finished,2.0,84.4915,76.043,2024,Hungarian Grand Prix,False
SAI,Ferrari,7.0,6.0,Finished,2.0,108.393,114.477,2024,Belgian Grand Prix,False
ALO,Aston Martin,7.0,10.0,Finished,1.0,76.357,70.633,2024,Dutch Grand Prix,False
VER,Red Bull Racing,7.0,6.0,Finished,2.0,83.621,80.022,2024,Italian Grand Prix,False
ALO,Aston Martin,6.0,9.0,Finished,2.0,97.202,89.542,2024,Bahrain Grand Prix,False
NOR,McLaren,6.0,8.0,Finished,1.0,93.662,88.132,2024,Saudi Arabian Grand Prix,False
PER,Red Bull Racing,6.0,5.0,Finished,2.0,81.96,76.274,2024,Australian Grand Prix,False
PIA,McLaren,6.0,8.0,Finished,3.0,96.984,88.76,2024,Japanese Grand Prix,False
LEC,Ferrari,6.0,4.0,Finished,1.0,101.347,94.289,2024,Chinese Grand Prix,False
PIA,McLaren,6.0,13.0,Finished,2.0,92.767,87.675,2024,Miami Grand Prix,False
RUS,Mercedes,6.0,7.0,Finished,2.0,81.209,75.234,2024,Emilia Romagna Grand Prix,False
VER,Red Bull Racing,6.0,6.0,Finished,2.0,78.5505,70.567,2024,Monaco Grand Prix,False
ALO,Aston Martin,6.0,6.0,Finished,2.0,87.008,72.228,2024,Canadian Grand Prix,True
SAI,Ferrari,6.0,6.0,Finished,2.0,80.016,71.736,2024,Spanish Grand Prix,True
LEC,Ferrari,6.0,11.0,Finished,4.0,70.543,65.044,2024,Austrian Grand Prix,True
HUL,Haas F1 Team,6.0,6.0,Finished,2.0,92.6845,86.338,2024,British Grand Prix,True
LEC,Ferrari,6.0,4.0,Finished,2.0,83.2515,75.905,2024,Hungarian Grand Prix,False
RUS,Mercedes,6.0,20.0,Finished,1.0,108.1285,114.184,2024,Belgian Grand Prix,False
LEC,Ferrari,6.0,3.0,Finished,1.0,75.282,70.582,2024,Dutch Grand Prix,False
HAM,Mercedes,6.0,5.0,Finished,2.0,83.673,79.513,2024,Italian Grand Prix,False
PER,Red Bull Racing,5.0,2.0,Finished,2.0,96.226,89.537,2024,Bahrain Grand Prix,False
PIA,McLaren,5.0,4.0,Finished,1.0,93.7045,88.089,2024,Saudi Arabian Grand Prix,False
PIA,McLaren,5.0,4.0,Finished,2.0,82.031,76.572,2024,Australian Grand Prix,False
ALO,Aston Martin,5.0,6.0,Finished,3.0,97.289,88.686,2024,Japanese Grand Prix,False
PIA,McLaren,5.0,8.0,Finished,2.0,101.6085,94.273,2024,Chinese Grand Prix,False
NOR,McLaren,5.0,1.0,Finished,1.0,92.042,87.594,2024,Miami Grand Prix,False
PIA,McLaren,5.0,4.0,Finished,1.0,80.979,74.82,2024,Emilia Romagna Grand Prix,False
RUS,Mercedes,5.0,5.0,Finished,1.0,78.6375,70.543,2024,Monaco Grand Prix,False
RIC,RB,5.0,8.0,Finished,2.0,87.373,72.178,2024,Canadian Grand Prix,True
LEC,Ferrari,5.0,5.0,Finished,2.0,79.728,71.731,2024,Spanish Grand Prix,True
HAM,Mercedes,5.0,4.0,Finished,2.0,70.645,64.903,2024,Austrian Grand Prix,True
PIA,McLaren,5.0,4.0,Finished,2.0,91.9075,86.237,2024,British Grand Prix,True
